"","HAMD","totalRBANS","roi","delayed_memory","attention","language","visuospatial","immediate_memory","d","pval"
"30",0.116101983366169,-0.160701258807321,"ctx-posteriorcingulate",-0.350521559957853,-0.456151471583966,0.0763902549735877,0.226967305887644,-0.410838003683843,-0.327459089600151,0.209957771087309
"31",-0.240908333162944,-0.450559504302661,"ctx-precentral",-0.191658357971658,-0.528314245260225,-0.321763389093253,-0.219220576513028,-0.167717126754527,0.0520407743812303,0.837901686786876
"32",-0.110783806746313,-0.449155423821928,"ctx-precuneus",-0.215488848307838,-0.42247169875179,-0.248632269701047,-0.31345708487078,-0.0722827896155616,-0.0491201961145808,0.846871121741116
"33",0.126844597822215,-0.357112697809074,"ctx-rostralanteriorcingulate",-0.393186886140518,-0.242215360711858,-0.193096136020487,0.0134939262767271,-0.345607931296082,0.0781662630135156,0.758839924409548
"34",-0.145356172008778,-0.405927341151969,"ctx-rostralmiddlefrontal",-0.151166466919794,-0.330372057793673,-0.392248913007193,-0.234200211759073,-0.263435705568915,-0.157035441180055,0.539357851338336
"35",-0.230045966644067,-0.2556739294651,"ctx-superiorfrontal",-0.0640632511421525,-0.388446414759896,-0.239162995171658,-0.21967403245664,-0.0583296943943867,0.227844314294598,0.376510864206511
"36",-0.22690311514123,-0.567030225901836,"ctx-superiorparietal",-0.349960507572997,-0.533449377335047,-0.247572455619716,-0.30534520569407,-0.206794054378243,0.0119772549058716,0.962420823301477
"37",0.0611909847427769,-0.418322528324655,"ctx-superiortemporal",-0.109624767231666,-0.57433502316895,-0.203566465120309,-0.283935063796713,-0.211133249355112,0.346975960447202,0.185438232918628
"38",-0.391584901639038,-0.250779833869123,"ctx-supramarginal",-0.0225352968096023,-0.432368611818513,-0.123230401253954,-0.355681682607979,0.152668428263116,0.0388448820616819,0.878593754223121
"39",-0.298240221697645,-0.312083267330292,"ctx-frontalpole",0.0798892693562732,-0.017207068714408,-0.392735373941104,-0.44755212674408,0.0433809987463038,-0.0198546068557346,0.937749657659095
"40",-0.253917383817272,-0.258734593915564,"ctx-temporalpole",0.0726785337670395,-0.097977445989502,-0.426543762310663,-0.325937298176159,-0.109497709654695,0.427074279406901,0.10818590087915
"41",-0.139462649293221,-0.00729363441051397,"ctx-transversetemporal",-0.0783401403615172,-0.430190371647905,0.164073715246657,-0.170794931525859,0.23596660458457,0.0923729333543697,0.716925423618441
"42",0.145052378299598,-0.319369199988278,"ctx-insula",-0.218203169017126,-0.574688375608867,-0.117064013505629,0.0781873080366041,-0.27189934713385,0.635655254719546,0.0225249819768538
"43",-0.170374681018353,-0.370809268281631,"VOL-TotalGrayVol",-0.252812814489753,-0.52284250193661,-0.154379086648525,-0.275950252421239,-0.0528500370467117,0.0768395764898049,0.762796735150971
