"","BPRS","dcog8","roi","socog","proso","vilea","velea","womem","atten","speed","d","pval"
"27",0.418710463747781,0.272560460752924,"ctx-parstriangularis",0.302892682729668,-0.266333735683133,0.324578180828542,0.515323756343442,0.314174648755041,0.416790658466558,0.347214171958021,0.556425510316163,0.0576687983966978
"28",-0.283924451871229,-0.129504852761641,"ctx-pericalcarine",-0.15816758647866,-0.486057447952564,0.370614276597685,0.0405797121488707,-0.103264947055007,0.205457578941279,-0.0206242136856675,0.257831048647639,0.352291222119745
"29",-0.164438948818331,0.559925307294051,"ctx-postcentral",0.58526452297934,0.0274619149432348,0.250245513212736,0.559889625316196,0.540807576146409,0.593621668814227,0.590631111998596,0.746041531763399,0.0152782120862269
"30",0.0551452243087489,0.459860825159578,"ctx-posteriorcingulate",0.434328362665065,-0.0283807080568834,-0.050972175107044,0.212028540140151,0.347928758093414,0.49448551835609,0.342250158933503,0.373531221232428,0.185620459639971
"31",0.048420277048477,0.453583380390512,"ctx-precentral",0.447431157402679,0.0816916635451494,-0.0539831612429685,0.246739325310175,0.416214233625257,0.429869159353847,0.30103039746618,0.44777642733428,0.11772198199571
"32",-0.060211194248459,0.650376839774785,"ctx-precuneus",0.650774398003815,0.246999411000786,0.0934804624258048,0.304211656214105,0.531419301586537,0.625311501393241,0.503695694849338,0.150602941013628,0.582681352215175
"33",0.201448681039228,0.251909640269497,"ctx-rostralanteriorcingulate",0.299926293447896,0.0275325206290566,0.304239214344429,0.241630650631289,0.32906972414275,0.293919788200719,0.213564425999985,0.916256285898873,0.00449125786105344
"34",0.321539457615575,0.380371869653358,"ctx-rostralmiddlefrontal",0.407766263858523,0.0558020333968588,0.15907197663849,0.344423706723976,0.480862158882888,0.336264419700669,0.359919528403149,0.472678204964663,0.100403066049567
"35",0.043745786319203,0.346854306106652,"ctx-superiorfrontal",0.372924917732339,0.15226066888558,0.029474416721088,0.144514290756585,0.408065590245233,0.282058321237334,0.298027334089755,0.500556687144927,0.0837392166699215
"36",-0.221043597388739,0.652881765821537,"ctx-superiorparietal",0.679779534795019,0.140501835369305,0.37694014940493,0.455829235370407,0.542378618407099,0.69078488001102,0.576545402718301,0.709102066768822,0.019889650587635
"37",0.148225871306908,0.401993779410818,"ctx-superiortemporal",0.435576403946558,-0.260010089884304,-0.0409340032160347,0.364221921109075,0.154485569705669,0.498836051012505,0.240229598130653,1.36753456266793,0.000197816623702384
"38",-0.135260797964443,0.547721185917263,"ctx-supramarginal",0.567759919383617,-0.0160776359155912,0.0780689605614877,0.396245161455529,0.427391869783005,0.563615350980694,0.451265439193396,0.778949511381021,0.0120658391698156
"39",0.257532567738976,0.113520805924837,"ctx-frontalpole",0.171829531180421,-0.254088340422779,0.118247159550336,-0.036853418614199,-0.0438712965854295,0.0450901425316082,-0.0590293619337882,0.259102307267863,0.350001988777898
"40",0.170336930086072,0.265001661810268,"ctx-temporalpole",0.291644875620265,0.0689790358581479,-0.0838206104933424,0.384251996595525,0.323909964429961,0.285294105373896,0.261168586538148,1.88389107985952,8.68516403882477e-06
"41",0.0395051097798877,0.460268795161086,"ctx-transversetemporal",0.489316054921206,-0.206032881849408,0.015454850721152,0.335181071642113,0.262154276628605,0.59538652313623,0.348028274576539,0.493484850962419,0.0877120970358295
"42",-0.0608879145098652,0.289421124036268,"ctx-insula",0.31047880129952,-0.226128562614787,0.393258118854591,0.300294728520209,0.2566589753848,0.302734454702586,0.241055533341288,2.3440530223507,8.05724647028539e-07
"43",0.0378221122389333,0.534287964254213,"VOL-TotalGrayVol",0.538048452659016,0.0538302156712913,0.0680625142268316,0.395295014826682,0.454018663534782,0.520901022987731,0.441585480718479,0.844309146015379,0.00753817777060588
